code,name,goup,english_name,english_group
f296,Caroube,Aliments d’origine végétale,Carob,Plant-based foods
f297,Gomme arabique,Aliments d’origine végétale,Gum arabic,Plant-based foods
f298,Gomme tragacanthe,Aliments d’origine végétale,Tragacanth gum,Plant-based foods
f299,Châtaigne ; aliment,Aliments d’origine végétale,Chestnut; food,Plant-based foods
f3,Poisson ; morue,Aliments d’origine animale,Fish ; cod,Foods of animal origin
f3,Poisson ; morue,Aliments d’origine animale,Fish ; cod,Foods of animal origin
f3,Poisson ; morue,Aliments d’origine animale,Fish ; cod,Foods of animal origin
f300,Lait de chèvre,Aliments d’origine animale,Goat's milk,Foods of animal origin
f300,Lait de chèvre,Aliments d’origine animale,Goat's milk,Foods of animal origin
f301,Kaki,Aliments d’origine végétale,Khaki,Plant-based foods
f303,Flétan,Aliments d’origine animale,Halibut,Foods of animal origin
f304,Langouste,Aliments d’origine animale,Lobster,Foods of animal origin
f305,Fenu grec,Aliments d’origine végétale,Greek Fenu,Plant-based foods
f306,Citron vert ; lime,Aliments d’origine végétale,Lime; lime,Plant-based foods
f307,"Merluche ; Merlu, colin",Aliments d’origine animale,"Hake; Hake, hake",Foods of animal origin
f308,Sardine ; S. pilchardus,Aliments d’origine animale,Sardine; S. pilchardus,Foods of animal origin
f309,Pois chiche,Aliments d’origine végétale,Chickpea,Plant-based foods
f31,Carotte,Aliments d’origine végétale,Carrot,Plant-based foods
f31,Carotte,Aliments d’origine végétale,Carrot,Plant-based foods
f310,Vesce bleu,Aliments d’origine végétale,Blue vetch,Plant-based foods
f311,Limande,Aliments d’origine animale,Lemon,Foods of animal origin
f312,Espadon,Aliments d’origine animale,Swordfish,Foods of animal origin
f313,Anchois,Aliments d’origine animale,Anchovy,Foods of animal origin
f314,Escargot ; helix aspersa,Aliments d’origine animale,Snail ; helix aspersa,Foods of animal origin
f315,Haricot vert,Aliments d’origine végétale,Green bean,Plant-based foods
f316,Colza ; graine ; aliment,Aliments d’origine végétale,Rapeseed; seed ; food,Plant-based foods
f317,Coriandre,Aliments d’origine végétale,Coriander,Plant-based foods
f318,Arbre à pain ; fruit,Aliments d’origine végétale,Breadfruit; fruit,Plant-based foods
f319,Betterave ; potagère,Aliments d’origine végétale,Beet ; vegetable garden,Plant-based foods
f320,Ecrevisse,Aliments d’origine animale,Crayfish,Foods of animal origin
f321,Cheval ; viande,Aliments d’origine animale,Horse ; meat,Foods of animal origin
f322,Groseille,Aliments d’origine végétale,Currant,Plant-based foods
f323,Conalbumine,Aliments d’origine animale,Conalbumin,Foods of animal origin
f324,Houblon,Aliments d’origine végétale,Hop,Plant-based foods
f325,Lait de brebis,Aliments d’origine animale,Sheep's milk,Foods of animal origin
f326,Petit lait de brebis,Aliments d’origine animale,Sheep's milk,Foods of animal origin
f328,Figue,Aliments d’origine végétale,Fig,Plant-based foods
f329,Pastèque,Aliments d’origine végétale,Watermelon,Plant-based foods
f33,Orange,Aliments d’origine végétale,Orange,Plant-based foods
f33,Orange,Aliments d’origine végétale,Orange,Plant-based foods
f33,Orange,Aliments d’origine végétale,Orange,Plant-based foods
f331,Safran,Aliments d’origine végétale,Saffron,Plant-based foods
f332,Menthe,Aliments d’origine végétale,Mint,Plant-based foods
f333,Lin ; graines ; aliment,Aliments d’origine végétale,Flax; seeds; food,Plant-based foods
f334g,Lactoferrine bovine,Aliments d’origine animale,Bovine lactoferrin,Foods of animal origin
f335,Lupin ; graines ; aliment,Aliments d’origine végétale,Lupine; seeds; food,Plant-based foods
f337,Sole,Aliments d’origine animale,Sole,Foods of animal origin
f338,Coquille St Jacques,Aliments d’origine animale,Scallop shell,Foods of animal origin
f340,Rouge Carmin ; cochenille,Aliments d’origine animale,Carmine Red; cochineal,Foods of animal origin
f341,Canneberge,Aliments d’origine végétale,Cranberry,Plant-based foods
f342,Olive noire,Aliments d’origine végétale,Black olive,Plant-based foods
f343,Framboise,Aliments d’origine végétale,Raspberry,Plant-based foods
f344,Sauge,Aliments d’origine végétale,Sage,Plant-based foods
f345,Noix de macadamia,Aliments d’origine végétale,Macadamia nuts,Plant-based foods
f346,Ormeau,Aliments d’origine animale,Abalone,Foods of animal origin
f347,Quinoa,Aliments d’origine végétale,Quinoa,Plant-based foods
f347,Quinoa,Aliments d’origine végétale,Quinoa,Plant-based foods
f348,Litchi,Aliments d’origine végétale,Litchi,Plant-based foods
f35,Pomme de terre,Aliments d’origine végétale,Potato,Plant-based foods
f35,Pomme de terre,Aliments d’origine végétale,Potato,Plant-based foods
f351,Crevette rPen a 1 Tropomyosine (recombinant),Aliments d’origine animale,Shrimp rPen a 1 Tropomyosin (recombinant),Foods of animal origin
f352,rAra h 8 Arachis hypogaea ; recombinant,Aliments d’origine végétale,rAra h 8 Arachis hypogaea; recombinant,Plant-based foods
f353,rGly m 4 Glycine max ; recombinant,Aliments d’origine végétale,rGly m 4 Glycine max; recombinant,Plant-based foods
f354,Noix du Brésil recombinant (rBer e1),Aliments d’origine végétale,Recombinant Brazil nut (rBer e1),Plant-based foods
f355,rCyp c1 Parvalbumine ; recombinant,Aliments d’origine animale,rCyp c1 Parvalbumin; recombinant,Foods of animal origin
f356,Cassis,Aliments d’origine végétale,Blackcurrant,Plant-based foods
f358,Artichaut,Aliments d’origine végétale,Artichoke,Plant-based foods
f36,Noix de coco,Aliments d’origine végétale,Coconut,Plant-based foods
f37,Moule,Aliments d’origine animale,Mold,Foods of animal origin
f4,Blé ; aliment,Aliments d’origine végétale,Wheat ; food,Plant-based foods
f4,Blé,Aliments d’origine végétale,Wheat,Plant-based foods
f4,Blé ; aliment,Aliments d’origine végétale,Wheat ; food,Plant-based foods
f40,Thon,Aliments d’origine animale,Tuna,Foods of animal origin
f41,Saumon,Aliments d’origine animale,Salmon,Foods of animal origin
f41,Saumon,Aliments d’origine animale,Salmon,Foods of animal origin
f412,Empereur,Aliments d’origine animale,Emperor,Foods of animal origin
f413,Lieu noir,Aliments d’origine animale,Saithe,Foods of animal origin
f416,rTri a 19 Oméga-5 gliadine,Aliments d’origine végétale,rTri a 19 Omega-5 gliadin,Plant-based foods
f419,rPru p 1 Pêche ; recombinant,Aliments d’origine végétale,rPru p 1 Fishing; recombinant,Plant-based foods
f420,rPru p 3 Pêche ; recombinant,Aliments d’origine végétale,rPru p 3 Fishing; recombinant,Plant-based foods
f421,rPru p 4 Pêche ; recombinant,Aliments d’origine végétale,rPru p 4 Fishing; recombinant,Plant-based foods
f422,r Ara h 1 Arachis hypogaea ; recombinant,Aliments d’origine végétale,r Ara h 1 Arachis hypogaea; recombinant,Plant-based foods
f423,r Ara h 2 Arachis hypogaea ; recombinant,Aliments d’origine végétale,r Ara h 2 Arachis hypogaea; recombinant,Plant-based foods
f424,r Ara h 3 Arachis hypogaea ; recombinant,Aliments d’origine végétale,r Ara h 3 Arachis hypogaea; recombinant,Plant-based foods
f44,Fraise,Aliments d’origine végétale,Strawberry,Plant-based foods
f44,Fraise,Aliments d’origine végétale,Strawberry,Plant-based foods
f45,Levure de bière,Aliments d’origine végétale,Brewer's yeast,Plant-based foods
f47,Ail,Aliments d’origine végétale,Garlic,Plant-based foods
f47,Ail,Aliments d’origine végétale,Garlic,Plant-based foods
f47,Ail,Aliments d’origine végétale,Garlic,Plant-based foods
f48,Oignon,Aliments d’origine végétale,Onion,Plant-based foods
f49,Pomme,Aliments d’origine végétale,Apple,Plant-based foods
f49,Pomme,Aliments d’origine végétale,Apple,Plant-based foods
f49,Pomme,Aliments d’origine végétale,Apple,Plant-based foods
f5,Seigle,Aliments d’origine végétale,Rye,Plant-based foods
f5,Seigle,Aliments d’origine végétale,Rye,Plant-based foods
f50,Maquereau du pacifique,Aliments d’origine animale,Pacific mackerel,Foods of animal origin
f51,Pousse de bambou,Aliments d’origine végétale,Bamboo shoot,Plant-based foods
f54,Patate douce,Aliments d’origine végétale,Sweet potato,Plant-based foods
f55,Millet commun,Aliments d’origine végétale,Common millet,Plant-based foods
f56,Millet italien,Aliments d’origine végétale,Italian millet,Plant-based foods
f57,Millet japonais,Aliments d’origine végétale,Japanese millet,Plant-based foods
f58,Calmar du pacifique,Aliments d’origine animale,Pacific squid,Foods of animal origin
f59,Pieuvre,Aliments d’origine animale,Octopus,Foods of animal origin
f6,Orge ; aliment,Aliments d’origine végétale,Barley ; food,Plant-based foods
f6g,Orge ; aliment,Aliments d’origine végétale,Barley ; food,Plant-based foods
f60,Maquereau commun,Aliments d’origine animale,Common mackerel,Foods of animal origin
f61,Sardine,Aliments d’origine animale,Sardine,Foods of animal origin
f7,Avoine,Aliments d’origine végétale,Oats,Plant-based foods
f7,Avoine ; aliment,Aliments d’origine végétale,Oats; food,Plant-based foods
f75,Jaune d&rsquo;oeuf,Aliments d’origine animale,Egg yolk,Foods of animal origin
f75,Oeuf ; Jaune,Aliments d’origine animale,Egg ; YELLOW,Foods of animal origin
f75,Jaune d&rsquo;oeuf,Aliments d’origine animale,Egg yolk,Foods of animal origin
f76,A. lactalbumine ; protéines du lait,Aliments d’origine animale,A. lactalbumin; milk proteins,Foods of animal origin
f76,A. lactalbumine ; protéines du lait,Aliments d’origine animale,A. lactalbumin; milk proteins,Foods of animal origin
f76,A. lactalbumine ; protéines du lait,Aliments d’origine animale,A. lactalbumin; milk proteins,Foods of animal origin
f77,B.lactoglobuline ; protéines du lait,Aliments d’origine animale,B.lactoglobulin; milk proteins,Foods of animal origin
f77,B.lactoglobuline ; protéines du lait,Aliments d’origine animale,B.lactoglobulin; milk proteins,Foods of animal origin
f77,B.lactoglobuline ; protéines du lait,Aliments d’origine animale,B.lactoglobulin; milk proteins,Foods of animal origin
f78,Caséine ; protéines du lait,Aliments d’origine animale,Casein; milk proteins,Foods of animal origin
f78,Caséine ; protéines du lait,Aliments d’origine animale,Casein; milk proteins,Foods of animal origin
f78,Caséine ; protéines du lait,Aliments d’origine animale,Casein; milk proteins,Foods of animal origin
f79,Gluten,Aliments d’origine végétale,Gluten,Plant-based foods
f79,Gluten,Aliments d’origine végétale,Gluten,Plant-based foods
f79,Gluten,Aliments d’origine végétale,Gluten,Plant-based foods
f8,Maïs ; aliment,Aliments d’origine végétale,But ; food,Plant-based foods
f8,Maïs,Aliments d’origine végétale,But,Plant-based foods
f80,Homard,Aliments d’origine animale,Lobster,Foods of animal origin
f81,Fromage ; pâte cuite,Aliments d’origine animale,Cheese ; cooked dough,Foods of animal origin
f81,Fromage (pâte cuite),Aliments d’origine animale,Cheese (cooked paste),Foods of animal origin
f82,Fromage (fermenté),Aliments d’origine animale,Cheese (fermented),Foods of animal origin
f82,Fromage ; fermenté,Aliments d’origine animale,Cheese ; fermented,Foods of animal origin
f83,Poulet (viande),Aliments d’origine animale,Chicken (meat),Foods of animal origin
f83,Poulet,Aliments d’origine animale,Chicken,Foods of animal origin
f83,Poulet,Aliments d’origine animale,Chicken,Foods of animal origin
f84,Kiwi,Aliments d’origine végétale,Kiwi,Plant-based foods
f84,Kiwi,Aliments d’origine végétale,Kiwi,Plant-based foods
f84,Kiwi,Aliments d’origine végétale,Kiwi,Plant-based foods
f85,Céleri,Aliments d’origine végétale,Celery,Plant-based foods
f85,Céleri,Aliments d’origine végétale,Celery,Plant-based foods
f86,Persil,Aliments d’origine végétale,Parsley,Plant-based foods
f87,Melon,Aliments d’origine végétale,Melon,Plant-based foods
f88,Mouton,Aliments d’origine animale,Sheep,Foods of animal origin
f89,Moutarde,Aliments d’origine végétale,Mustard,Plant-based foods
f9,Riz,Aliments d’origine végétale,Rice,Plant-based foods
f9,Riz ; grain entier ; pollen,Aliments d’origine végétale,Rice ; whole grain; pollen,Plant-based foods
f9,Riz ; grain entier ; pollen,Aliments d’origine végétale,Rice ; whole grain; pollen,Plant-based foods
f90,Malt,Aliments d’origine végétale,Malt,Plant-based foods
f91,Mangue,Aliments d’origine végétale,Mango,Plant-based foods
f92,Banane,Aliments d’origine végétale,Banana,Plant-based foods
f92,Banane,Aliments d’origine végétale,Banana,Plant-based foods
f92,Banane,Aliments d’origine végétale,Banana,Plant-based foods
f93,Cacao,Aliments d’origine végétale,Cocoa,Plant-based foods
f93,Cacao,Aliments d’origine végétale,Cocoa,Plant-based foods
f93,Cacao,Aliments d’origine végétale,Cocoa,Plant-based foods
f94,Poire,Aliments d’origine végétale,Pear,Plant-based foods
f95,Pêche,Aliments d’origine végétale,Fishing,Plant-based foods
f96,Avocat,Aliments d’origine végétale,Lawyer,Plant-based foods
f96,Avocat,Aliments d’origine végétale,Lawyer,Plant-based foods
Ge90,Perruche ; protéines du sérum ; déjections,Perruche ; protéines du sérum ; déjections,Parakeet; serum proteins; droppings,Parakeet; serum proteins; droppings
Gm27,Penicillium spp,Microorganismes,Penicillium spp,Microorganisms
gx1,"Pollens de graminées ; g3, g4, g5, g6, g8",Pollens de graminées,"Grass pollen; g3, g4, g5, g6, g8",Grass pollen
gx1,"Pollens de graminées (Dactyle, fétuque, ivraie, phléole, paturin)",Pollens de graminées,"Grass pollens (Dactyl, fescue, ryegrass, timothy, bluegrass)",Grass pollen
gx1,"Pollens de graminées (Dactyle, fétuque, ivraie, phléole, paturin)",Pollens de graminées,"Grass pollens (Dactyl, fescue, ryegrass, timothy, bluegrass)",Grass pollen
gx2,"Pollens de graminées ; g2, g5, g6, g8, g10",Pollens de graminées,"Grass pollen; g2, g5, g6, g8, g10",Grass pollen
gx3,"Pollens de graminées ; g1, g5, g6, g12, g13",Pollens de graminées,"Grass pollen; g1, g5, g6, g12, g13",Grass pollen
gx3,"Pollens de graminées (Flouve, ivraie, phléole, seigle et houlque)",Pollens de graminées,"Grass pollens (Flouve, ryegrass, timothy, rye and coulque)",Grass pollen
gx4,"Pollens de graminées ; g1, g5, g7, g12, g13",Pollens de graminées,"Grass pollen; g1, g5, g7, g12, g13",Grass pollen
gx6,"Pollens de graminées ; g2, g5, g10, g11, g13, g17",Pollens de graminées,"Grass pollen; g2, g5, g10, g11, g13, g17",Grass pollen
g1,Flouve odorante,Pollens de graminées,Fragrant River,Grass pollen
g1,Flouve odorante,Pollens de graminées,Fragrant River,Grass pollen
g10,Sorgho,Pollens de graminées,Sorghum,Grass pollen
g11,Brome,Pollens de graminées,Bromine,Grass pollen
g12,Seigle,Pollens de graminées,Rye,Grass pollen
g12,Seigle,Pollens de graminées,Rye,Grass pollen
g12,Seigle,Pollens de graminées,Rye,Grass pollen
g13,Houlque laineuse,Pollens de graminées,Woolly coulque,Grass pollen
g13,Houlque laineuse,Pollens de graminées,Woolly coulque,Grass pollen
g14,Avoine ; pollen-,Pollens de graminées,Oats; pollen-,Grass pollen
g14,Avoine ; pollen,Pollens de graminées,Oats; pollen,Grass pollen
g14,Avoine,Pollens de graminées,Oats,Grass pollen
g15,Blé ; pollen,Pollens de graminées,Wheat ; pollen,Grass pollen
g15,Blé,Pollens de graminées,Wheat,Grass pollen
g15,Blé ; pollen,Pollens de graminées,Wheat ; pollen,Grass pollen
g16,Vulpin des prés ; Alopecurus pratensis,Pollens de graminées,Meadow foxtail; Alopecurus pratensis,Grass pollen
g16,Vulpin des prés,Pollens de graminées,Meadow foxtail,Grass pollen
g17,Herbe de Bahia,Pollens de graminées,Bahia grass,Grass pollen
g2,Chiendent,Pollens de graminées,Quackgrass,Grass pollen
g2,Chiendent digité,Pollens de graminées,Digital quackgrass,Grass pollen
g2,Chiendent,Pollens de graminées,Quackgrass,Grass pollen
g201,Orge ; pollen,Pollens de graminées,Barley ; pollen,Grass pollen
g202,Maïs ; pollen,Pollens de graminées,But ; pollen,Grass pollen
g202,Maïs ; pollen,Pollens de graminées,But ; pollen,Grass pollen
g202,Maïs ; pollen,Pollens de graminées,But ; pollen,Grass pollen
g203,Herbe des prés salés,Pollens de graminées,Salt meadow grass,Grass pollen
g204,Fromental,Pollens de graminées,Fromental,Grass pollen
g205,rPhl p 1 Phéole ; recombinant,Pollens de graminées,rPhl p 1 Phéole; recombinant,Grass pollen
g206,rPhl p 2 ; Phléole ; recombinant,Pollens de graminées,rPhl p 2; Phleola; recombinant,Grass pollen
g208,"nPhl p 4 Phéole, natif ; recombinant",Pollens de graminées,"nPhl p 4 Phéole, native; recombinant",Grass pollen
g209,rPhl p 6 Phéole ; recombinant,Pollens de graminées,rPhl p 6 Phéole; recombinant,Grass pollen
g210,rPhl p 7 Phéole ; recombinant,Pollens de graminées,rPhl p 7 Phéole; recombinant,Grass pollen
g211,rPhl p 11 Phléole ; recombinant,Pollens de graminées,rPhl p 11 Timothy; recombinant,Grass pollen
g212,rPhl p 12 Phléole ; recombinant,Pollens de graminées,rPhl p 12 Timothy; recombinant,Grass pollen
g213,"rPhl p 1, rPhl p 5b Phléole ; recombinants",Pollens de graminées,"rPhl p 1, rPhl p 5b Timothy; recombinants",Grass pollen
g214,"rPhl p 7, rPhl p 12 Phléole ; recombinants",Pollens de graminées,"rPhl p 7, rPhl p 12 Timothy; recombinants",Grass pollen
g215,rPhl p 5 Phléole ; recombinant,Pollens de graminées,rPhl p 5 Timothy; recombinant,Grass pollen
g3,Dactyle,Pollens de graminées,Dactyl,Grass pollen
g3,Dactyle,Pollens de graminées,Dactyl,Grass pollen
g3,Dactyle pelotonné,Pollens de graminées,Orchardgrass,Grass pollen
g4,Fétuque des prés,Pollens de graminées,Meadow fescue,Grass pollen
g4,Fétuque des prés,Pollens de graminées,Meadow fescue,Grass pollen
g4,Fétuque des prés,Pollens de graminées,Meadow fescue,Grass pollen
g5,Ivraie vivace,Pollens de graminées,Perennial ryegrass,Grass pollen
g5,Ivraie,Pollens de graminées,Tare,Grass pollen
g5,Ivraie,Pollens de graminées,Tare,Grass pollen
g6,Phléole des prés,Pollens de graminées,timothy,Grass pollen
g6,Phléole des prés,Pollens de graminées,timothy,Grass pollen
g6,Phléole des prés,Pollens de graminées,timothy,Grass pollen
g6,Phléole des prés,Pollens de graminées,timothy,Grass pollen
g7,Roseau à balais,Pollens de graminées,Broom reed,Grass pollen
g70,Ivraie sauvage,Pollens de graminées,Wild ryegrass,Grass pollen
g71,Alpiste,Pollens de graminées,Canary grass,Grass pollen
g8,Paturin des prés,Pollens de graminées,Kentucky bluegrass,Grass pollen
g8,Paturin,Pollens de graminées,Paturin,Grass pollen
g8,Paturin,Pollens de graminées,Paturin,Grass pollen
g9,Agrostide,Pollens de graminées,Bentgrass,Grass pollen
g900,Fleur de canne à surcre,Pollens de graminées,Sugarcane flower,Grass pollen
hex,Héxabrix,"Acariens, poussières",Hexabrix,"Mites, dust"
hx2,Poussières de maison,"Acariens, poussières",House dust,"Mites, dust"
h1,Poussières ; Greer,"Acariens, poussières",Dust; Rig,"Mites, dust"
h1,Poussières ; Greer,"Acariens, poussières",Dust; Rig,"Mites, dust"
h1,Poussières ; Greer,"Acariens, poussières",Dust; Rig,"Mites, dust"
h2,Poussières ; Hollister-Stier,"Acariens, poussières",Dust; Hollister Stier,"Mites, dust"
i1,Abeille,Venins,Bee,Venoms
i1,Abeille,Venins,Bee,Venoms
i1,Abeille,Venins,Bee,Venoms
i2,Frelon tête blanche,Venins,White-headed hornet,Venoms
i2,Frelon tête blanche,Venins,White-headed hornet,Venoms
i2,Frelon tête blanche,Venins,White-headed hornet,Venoms
i201,Taon du cheval ; Gasterophilus intestinalis,"Insectes, venins et parasites ",Horsefly; Gasterophilus intestinalis,"Insects, venoms and parasites "
i201,Mouche du cheval,"Insectes, venins et parasites ",Horse fly,"Insects, venoms and parasites "
i202,Charançon du blé,"Insectes, venins et parasites ",Wheat weevil,"Insects, venoms and parasites "
i202,Sitophilus granarius,"Insectes, venins et parasites ",Sitophilus granarius,"Insects, venoms and parasites "
i203,Ephestia,"Insectes, venins et parasites ",Ephestia,"Insects, venoms and parasites "
i204,Taon,"Insectes, venins et parasites ",Horsefly,"Insects, venoms and parasites "
i204,Taon,"Insectes, venins et parasites ",Horsefly,"Insects, venoms and parasites "
i204,Taon,"Insectes, venins et parasites ",Horsefly,"Insects, venoms and parasites "
i205,Bourdon,"Insectes, venins et parasites ",Bumblebee,"Insects, venoms and parasites "
i205,Bourdon,"Insectes, venins et parasites ",Bumblebee,"Insects, venoms and parasites "
i205,Bourdon,"Insectes, venins et parasites ",Bumblebee,"Insects, venoms and parasites "
i206,Blatte américaine,"Insectes, venins et parasites ",American cockroach,"Insects, venoms and parasites "
i206,Blatte américaine,"Insectes, venins et parasites ",American cockroach,"Insects, venoms and parasites "
i207,Blatte orientale,"Insectes, venins et parasites ",Oriental cockroach,"Insects, venoms and parasites "
i3,Venin de guêpe ; vespula,Venins,Wasp venom; vespula,Venoms
i3,Venin de guêpe ; vespula,Venins,Wasp venom; vespula,Venoms
i3,Venin de guêpe ; vespula,Venins,Wasp venom; vespula,Venoms
i4,Venin de guêpe ; poliste,Venins,Wasp venom; polisher,Venoms
i4,Venin de guêpe ; poliste,Venins,Wasp venom; polisher,Venoms
i4,Venin de guêpe ; poliste,Venins,Wasp venom; polisher,Venoms
i5,Frelon tête jaune,Venins,Yellow head hornet,Venoms
i5,Frelon tête jaune,Venins,Yellow head hornet,Venoms
i5,Frelon tête jaune,Venins,Yellow head hornet,Venoms
i6,Cafard ; Blatte germanique,"Insectes, venins et parasites ",Cockroach ; German cockroach,"Insects, venoms and parasites "
i6,Cafard ; Blatte germanique,"Insectes, venins et parasites ",Cockroach ; German cockroach,"Insects, venoms and parasites "
i6,Cafard ; Blatte germanique,"Insectes, venins et parasites ",Cockroach ; German cockroach,"Insects, venoms and parasites "
i70,Fourmi rouge,"Insectes, venins et parasites ",Red ant,"Insects, venoms and parasites "
i70,Fourmi rouge,"Insectes, venins et parasites ",Red ant,"Insects, venoms and parasites "
i70,Fourmi rouge,"Insectes, venins et parasites ",Red ant,"Insects, venoms and parasites "
i71,Moustique ; aedes communs,"Insectes, venins et parasites ",Mosquito; common aedes,"Insects, venoms and parasites "
i71,Moustique,"Insectes, venins et parasites ",Mosquito,"Insects, venoms and parasites "
i71,Moustique,"Insectes, venins et parasites ",Mosquito,"Insects, venoms and parasites "
i72,Mouche du Soudan,"Insectes, venins et parasites ",Sudan fly,"Insects, venoms and parasites "
i72,Mouche du Soudan,"Insectes, venins et parasites ",Sudan fly,"Insects, venoms and parasites "
i73,Larve de ver de vase,"Insectes, venins et parasites ",Bloodworm larva,"Insects, venoms and parasites "
i75,Venin de frelon,Venins,Hornet venom,Venoms
i75,Venin de frelon ; Vespa crabro,Venins,Hornet venom; Vespa crabro,Venoms
i75,Venin de frelon,Venins,Hornet venom,Venoms
i76,Scarabé,"Insectes, venins et parasites ",Beetle,"Insects, venoms and parasites "
i77,Venin de guêpe ; poliste dominulus,Venins,Wasp venom; dominulus poliste,Venoms
i8,Ver à soie ; Bombyx mori,"Insectes, venins et parasites ",Silkworm; Bombyx mori,"Insects, venoms and parasites "
kx4,"Mélange de bois tendres (Hêtre, Pin, Cèdre rouge, Sapin argenté)",Allergènes professionnels,"Mixture of soft woods (Beech, Pine, Red Cedar, Silver Fir)",Professional allergens
k1,Fibre acrylique,Allergènes professionnels,Acrylic fiber,Professional allergens
k14,Kapok,Allergènes professionnels,Kapok,Professional allergens
k17,Nylon,Allergènes professionnels,Nylon,Professional allergens
k201,Papaïne,Allergènes professionnels,Papain,Professional allergens
k202,Bromeline,Allergènes professionnels,Bromelain,Professional allergens
k203,Phospholipase,Allergènes professionnels,Phospholipase,Professional allergens
