code,name,goup,english_name,english_group
k204,Maxatase,Allergènes professionnels,Maxatase,Professional allergens
k205,Alkalase,Allergènes professionnels,Alkalase,Professional allergens
k206,Savinase,Allergènes professionnels,Savinase,Professional allergens
k208,Lysozyme,Allergènes professionnels,Lysozyme,Professional allergens
k209,Anhydride hexahydrophtalique,Allergènes professionnels,Hexahydrophthalic anhydride,Professional allergens
k21,Laine de mouton,Allergènes professionnels,Sheep's wool,Professional allergens
k210,Anhydride maléique,Allergènes professionnels,Maleic anhydride,Professional allergens
k211,Anhydride méthyltétrahydrophtalique,Allergènes professionnels,Methyltetrahydrophthalic anhydride,Professional allergens
k212,Poussière de bois ; Triphochiton scteroxylon,Allergènes professionnels,Wood dust; Triphochiton scteroxylon,Professional allergens
k213,Pepsine,Allergènes professionnels,Pepsin,Professional allergens
k214,Bougainvillée,Allergènes professionnels,Bougainvillea,Professional allergens
k215,Latex rHev b 1 (recombinant),Allergènes professionnels,rHev b 1 latex (recombinant),Professional allergens
k216,Latex rHev b 2 (recombinant),Allergènes professionnels,rHev b 2 latex (recombinant),Professional allergens
k217,Latex rHev b 3 (recombinant),Allergènes professionnels,rHev b 3 latex (recombinant),Professional allergens
k218,Latex rHev b 5 (recombinant),Allergènes professionnels,rHev b 5 latex (recombinant),Professional allergens
k219,Latex rHev b 6.01 (recombinant),Allergènes professionnels,Latex rHev b 6.01 (recombinant),Professional allergens
k220,Latex rHev b 6.02 (recombinant),Allergènes professionnels,Latex rHev b 6.02 (recombinant),Professional allergens
k221,Latex rHev b 8 (recombinant),Allergènes professionnels,rHev b 8 latex (recombinant),Professional allergens
k221,Latex rHev b 8 (recombinant),Allergènes professionnels,rHev b 8 latex (recombinant),Professional allergens
k224,Latex rHev b 11(recombinant),Allergènes professionnels,rHev b 11 latex (recombinant),Professional allergens
k32,Hêtre (bois),Allergènes professionnels,Beech (wood),Professional allergens
k33,Chêne ; Bois ; sciure,Allergènes professionnels,Oak; Drink ; sawdust,Professional allergens
k37,Bois de Limba,Allergènes professionnels,Limba wood,Professional allergens
k40,Noyer ; Bois,Allergènes professionnels,Walnut ; Drink,Professional allergens
k43,Cèdre rouge,Allergènes professionnels,Red cedar,Professional allergens
k44,Sapin argenté,Allergènes professionnels,Silver fir,Professional allergens
k5,Lin ; graine,Allergènes professionnels,Flax; seed,Professional allergens
k7,Poussière de foin,Allergènes professionnels,Hay dust,Professional allergens
k70,Café vert ; graine,Allergènes professionnels,Green coffee; seed,Professional allergens
k71,Ricin ; graine ; allerfène professionnel,Allergènes professionnels,Castor; seed ; professional allerfen,Professional allergens
k72,Ispaghule,Allergènes professionnels,Ispaghula,Professional allergens
k73,Soie déchets,Allergènes professionnels,Waste silk,Professional allergens
k74,Soie naturelle,Allergènes professionnels,Natural silk,Professional allergens
k75,Isocyanate TDI,Allergènes professionnels,Isocyanate TDI,Professional allergens
k76,Isocyanate MDI,Allergènes professionnels,Isocyanate MDI,Professional allergens
k77,Isocyanate HDI,Allergènes professionnels,HDI isocyanate,Professional allergens
k78,Oxyde d&rsquo;éthylène,Allergènes professionnels,Ethylene oxide,Professional allergens
k79,Anhydride phtalique,Allergènes professionnels,Phthalic anhydride,Professional allergens
k79,Anhydride phtalique,Allergènes professionnels,Phthalic anhydride,Professional allergens
k80,Formol,Allergènes professionnels,Formalin,Professional allergens
k81,Ficus spp,Allergènes professionnels,Ficus spp.,Professional allergens
k82,Latex,Allergènes professionnels,Latex,Professional allergens
k82,Latex Recombi +,Allergènes professionnels,Latex Recombi +,Professional allergens
k82,Latex,Allergènes professionnels,Latex,Professional allergens
k83,Coton ; graine,Allergènes professionnels,Cotton ; seed,Professional allergens
k84,Tournesol ; graine,Allergènes professionnels,Sunflower; seed,Professional allergens
k85,Chloramine T,Allergènes professionnels,Chloramine T,Professional allergens
k86,Anhydride trimellitique,Allergènes professionnels,Trimellitic anhydride,Professional allergens
k87,Alpha-amylase,Allergènes professionnels,Alpha-amylase,Professional allergens
mor,Morphine,Médicaments,Morphine,Drugs
mx1,"Moisissures ; m1, m2, m3, m6",Microorganismes,"Mold; m1, m2, m3, m6",Microorganisms
mx2,"Moisissures ; m1, m2, m3, m5, m6, m8",Microorganismes,"Mold; m1, m2, m3, m5, m6, m8",Microorganisms
mx4,"Moisissures ; m3, m36, m207, m228",Microorganismes,"Mold; m3, m36, m207, m228",Microorganisms
m1,Penicillium notatum,Microorganismes,Penicillium notatum,Microorganisms
m1,Penicillium notatum,Microorganismes,Penicillium notatum,Microorganisms
m1,Penicillum notatum,Microorganismes,Penicillum notatum,Microorganisms
m10,Stemphylium,Microorganismes,Stemphylium,Microorganisms
m10,Stemphyllium botryosum,Microorganismes,Stemphyllium botryosum,Microorganisms
m11,Rhizopus nigricans,Microorganismes,Rhizopus nigricans,Microorganisms
m11,Rhizopus nigricans,Microorganismes,Rhizopus nigricans,Microorganisms
m12,Aureabasidium pullulans,Microorganismes,Aureabasidium pullulans,Microorganisms
m13,Phoma betae,Microorganismes,Phoma betae,Microorganisms
m14,Epicoccum purpurascens,Microorganismes,Epicoccum purpurascens,Microorganisms
m15,Trichoderma viride,Microorganismes,Trichoderma viride,Microorganisms
m16,Curvularia lunata,Microorganismes,Curvularia lunata,Microorganisms
m2,Cladosporium herbarum,Microorganismes,Cladosporium herbarum,Microorganisms
m2,Cladosporium herbarum,Microorganismes,Cladosporium herbarum,Microorganisms
m2,Cladosporium herbarum,Microorganismes,Cladosporium herbarum,Microorganisms
m201,Ustilago nuda ou tritici,Microorganismes,Ustilago nuda or tritici,Microorganisms
m202,Cephalosporium acremonium,Microorganismes,Cephalosporium acremonium,Microorganisms
m203,Trichosporon pullulans,Microorganismes,Trichosporon pullulans,Microorganisms
m204,Ulocladium chartarum,Microorganismes,Ulocladium chartarum,Microorganisms
m205,Trichophyton rubrum,Microorganismes,Trichophyton rubrum,Microorganisms
m207,Aspergillus nIgE,Microorganismes,Aspergillus nIgE,Microorganisms
m208,Chaetomium globosum,Microorganismes,Chaetomium globosum,Microorganisms
m209,Penicillium frequentans,Microorganismes,Penicillium frequentans,Microorganisms
m210,Trichophyton ; Qoetzii,Microorganismes,Trichophyton; Qoetzii,Microorganisms
m211,Trichophyton ; Interdigitale,Microorganismes,Trichophyton; Interdigital,Microorganisms
m22,Micropolyspora Faeni,Microorganismes,Micropolyspora Faeni,Microorganisms
m223,Entérotoxine staphylococcique C,Microorganismes,Staphylococcal enterotoxin C,Microorganisms
m224,Entérotoxine staphylococcique D,Microorganismes,Staphylococcal enterotoxin D,Microorganisms
m225,Entérotoxine staphylococcique E,Microorganismes,Staphylococcal enterotoxin E,Microorganisms
m226,Entérotoxine staphylococcique TSST,Microorganismes,Staphylococcal enterotoxin TSST,Microorganisms
m227,Malassezia spp,Microorganismes,Malassezia spp,Microorganisms
m228,Aspergillus flavus,Microorganismes,Aspergillus flavus,Microorganisms
m23,Thermoactinomyces Vulgaris,Microorganismes,Thermoactinomyces Vulgaris,Microorganisms
m3,Aspergillus,Microorganismes,Aspergillus,Microorganisms
m3,Aspergillus,Microorganismes,Aspergillus,Microorganisms
m3,Aspergillus fumigatus,Microorganismes,Aspergillus fumigatus,Microorganisms
m36,Aspergillus terreus,Microorganismes,Aspergillus terreus,Microorganisms
m4,Mucor racemosus,Microorganismes,Mucor racemosus,Microorganisms
m5,Candida albicans,Microorganismes,Candida albicans,Microorganisms
m5,Candida albican,Microorganismes,Candida albican,Microorganisms
m5,Candida albican,Microorganismes,Candida albican,Microorganisms
m54,Aspergillus flavius,Microorganismes,Aspergillus flavius,Microorganisms
m6,Alternaria alternata,Microorganismes,Alternaria alternata,Microorganisms
m6,Alternaria,Microorganismes,Alternaria,Microorganisms
m6,Altenaria,Microorganismes,Altenaria,Microorganisms
m7,Botrytis cinerea,Microorganismes,Botrytis cinerea,Microorganisms
m7,Botrytis cinerea,Microorganismes,Botrytis cinerea,Microorganisms
m7,Botrytis cinerea,Microorganismes,Botrytis cinerea,Microorganisms
m70,Pityrosporum orbiculaire,Microorganismes,Pityrosporum orbicularis,Microorganisms
m8,Helminthosporium halodes,Microorganismes,Helminthosporium halodes,Microorganisms
m80,Entérotoxine staphylococcique A,Microorganismes,Staphylococcal enterotoxin A,Microorganisms
m81,Entérotoxine staphylococcique B,Microorganismes,Staphylococcal enterotoxin B,Microorganisms
m9,Fusarium monoliforme,Microorganismes,Fusarium monoliform,Microorganisms
m9,Fusarium monoliforme,Microorganismes,Fusarium monoliform,Microorganisms
nes,Nesdonal,Médicaments,Nesdonal,Drugs
o1,Coton ; fibres,Divers,Cotton ; fibers,Miscellaneous
o201,Feuille de tabac,Divers,Tobacco leaf,Miscellaneous
o202,Artemisia salina,Divers,Artemisia salina,Miscellaneous
o203,Tétramine,Divers,Tetramin,Miscellaneous
o205,Séricine (colle à soie),Divers,Sericin (silk glue),Miscellaneous
o206,Chortoglyphus arcuatus,Divers,Chortoglyphus arcuatus,Miscellaneous
o207,Daphnie,Divers,Daphnia,Miscellaneous
o210,Pseudomonas aeruginosa,Microorganismes,Pseudomonas aeruginosa,Microorganisms
o211,Ver de farine,Divers,Mealworm,Miscellaneous
o214,CCD MUXF3 de la broméline,Divers,Bromelain CCD MUXF3,Miscellaneous
o51,Streptoccocus viridans,Microorganismes,Streptoccocus viridans,Microorganisms
o70,Liquide séminal,Divers,Seminal fluid,Miscellaneous
o71,Staphylococcus aureus,Microorganismes,Staphylococcus aureus,Microorganisms
pax1,"Squames d&rsquo;animaux, plumes ; e3, e4, e70, e85",Animaux,"Animal dander, feathers; e3, e4, e70, e85",Animals
pax3,"Pollens, moisissures ; m3, m6, g15, g12",Divers,"Pollens, molds; m3, m6, g15, g12",Miscellaneous
pax4,"Industrie alimentaire ; f4, f14, k87, Ri202",Allergènes professionnels,"Food industry; f4, f14, k87, Ri202",Professional allergens
pax5,"Produits chimique ; k75, k76, k77, k79",Allergènes professionnels,"Chemical products; k75, k76, k77, k79",Professional allergens
pax6,"Agents désinfectants ; k78, k79, k80, k85",Allergènes professionnels,"Disinfectant agents; k78, k79, k80, k85",Professional allergens
p1,Ascaris,Parasites,Roundworm,Parasites
p2,Echinococcus,Parasites,Echinococcus,Parasites
p4,Anisakis,Parasites,Anisakis,Parasites
Rfx12,"Mélange f5, f9, f35, Rf212, f225",Aliments d'origine végétale,"Mix f5, f9, f35, Rf212, f225",Plant-based foods
Rf302,Mandarine,Aliments d'origine végétale,Mandarin,Plant-based foods
Rf330,Cynorrhodon,Aliments d'origine végétale,Rosehip,Plant-based foods
Rf334,Lactoferrine bovine,Aliments d'origine animale,Bovine lactoferrin,Foods of animal origin
Rf336,Jujube,Aliments d'origine végétale,Jujube,Plant-based foods
Rf339,Poivre de la jamaique,Aliments d'origine végétale,Jamaican pepper,Plant-based foods
rm218,Aspergillus rAspf1 (recombinant),Microorganismes,Aspergillus rAspf1 (recombinant),Microorganisms
rm219,Aspergillus rAspf2 (recombinant),Microorganismes,Aspergillus rAspf2 (recombinant),Microorganisms
rm220,Aspergillus rAspf3 (recombinant),Microorganismes,Aspergillus rAspf3 (recombinant),Microorganisms
rm221,Aspergillus rAspf4 (recombinant),Microorganismes,Aspergillus rAspf4 (recombinant),Microorganisms
rm222,Aspergillus rAspf6 (recombinant),Microorganismes,Aspergillus rAspf6 (recombinant),Microorganisms
Rt217,Poivrier,Pollens d'arbres,Pepper plant,Tree pollen
rx3,Mélange pneumallergènes RX3,Pollens d'arbres,RX3 pneumallergen mixture,Tree pollen
rx4,Mélange pneumallergènes RX4,Pollens d'arbres,RX4 pneumallergenic mixture,Tree pollen
rx5,Mélange pneumallergènes RX5,Pollens d'arbres,RX5 pneumallergen mixture,Tree pollen
sx1,"D.ptéronyssinus,chat,chien,phléole,seigle,C.herbarum, bouleau,armoise",Pollens d'arbres,"D. pteronyssinus, cat, dog, timothy, rye, C. herbarum, birch, mugwort",Tree pollen
sx22,"Noix de pécan,noix de cajou,pistache,noix",Aliments d'origine végétale,"Pecans, cashews, pistachio, walnuts",Plant-based foods
tea,Triethylamine,Divers,Triethylamine,Miscellaneous
tma,Trimethylamine,Divers,Trimethylamine,Miscellaneous
tx1,"Arbres ; t1, t3, t7, t8, t10",Pollen d'arbres,"Trees; t1, t3, t7, t8, t10",Tree pollen
tx10,"Arbres ; t2, t3, t4, t15",Pollen d'arbres,"Trees; t2, t3, t4, t15",Tree pollen
tx2,"Arbres ; t1, t7, t8, t14, t22",Pollen d'arbres,"Trees; t1, t7, t8, t14, t22",Tree pollen
tx3,"Arbres ; t6, t7, t8, t14, t20",Pollen d'arbres,"Trees; t6, t7, t8, t14, t20",Tree pollen
tx4,"Arbres ; t7, t8, t11, t12, t14",Pollen d'arbres,"Trees; t7, t8, t11, t12, t14",Tree pollen
tx5,"Arbres ; t2, t4, t8, t12, t14",Pollen d'arbres,"Trees; t2, t4, t8, t12, t14",Tree pollen
tx6,"Arbres ; t1, t3, t5, t7, t10",Pollen d'arbres,"Trees; t1, t3, t5, t7, t10",Tree pollen
tx7,"Arbres méditerrannéens ; t9, t12, t16, t18, t19, t21",Pollen d'arbres,"Mediterranean trees; t9, t12, t16, t18, t19, t21",Tree pollen
tx8,"Arbres ; t1, t3, t4, t7, t11",Pollen d'arbres,"Trees; t1, t3, t4, t7, t11",Tree pollen
tx9,"Arbres ; t2, t3, t4, t7, t11",Pollen d'arbres,"Trees; t2, t3, t4, t7, t11",Tree pollen
t1,Erable,Pollen d'arbres,Maple,Tree pollen
t10,Noyer,Pollen d'arbres,Walnut,Tree pollen
t11,Platane,Pollen d'arbres,Plane tree,Tree pollen
t11,Platane,Pollen d'arbres,Plane tree,Tree pollen
t11,Platane,Pollen d'arbres,Plane tree,Tree pollen
t12,Saule,Pollen d'arbres,Willow,Tree pollen
t14,Pleuplier,Pollen d'arbres,Pleup,Tree pollen
t14,Peuplier,Pollen d'arbres,Poplar,Tree pollen
t15,Frêne ; Fraxinus americana,Pollen d'arbres,Ash; Fraxinus americana,Tree pollen
t15,Frêne ; Fraxinus americana,Pollen d'arbres,Ash; Fraxinus americana,Tree pollen
t16,Pin ; Pinus strobus,Pollen d'arbres,Pine; Pinus strobus,Tree pollen
t16,Pin,Pollen d'arbres,Pine,Tree pollen
t17,Cèdre du Japon,Pollen d'arbres,Japanese cedar,Tree pollen
t18,Eucalyptus,Pollen d'arbres,Eucalyptus,Tree pollen
t19,Mimosa,Pollen d'arbres,Mimosa,Tree pollen
t2,Aulne,Pollen d'arbres,Alder,Tree pollen
t2s,Aulne,Pollen d'arbres,Alder,Tree pollen
t20,Prosopis,Pollen d'arbres,Prosopis,Tree pollen
t201,Sapin,Pollen d'arbres,Fir tree,Tree pollen
t203,Marronnier,Pollen d'arbres,Chestnut tree,Tree pollen
t205,Sureau,Pollen d'arbres,Elderberry,Tree pollen
t206,Châtaignier,Pollen d'arbres,Chestnut,Tree pollen
t207,Sapin de Douglas,Pollen d'arbres,Douglas fir,Tree pollen
t208,Tilleul,Pollen d'arbres,Linden,Tree pollen
t209,Charme,Pollen d'arbres,Charm,Tree pollen
t209,Charme,Pollen d'arbres,Charm,Tree pollen
t21,Cajeputier,Pollen d'arbres,Cajeputier,Tree pollen
t210,Troène,Pollen d'arbres,Privet,Tree pollen
t211,Liquidambar,Pollen d'arbres,Liquidambar,Tree pollen
t212,Cèdre,Pollen d'arbres,Cedar,Tree pollen
t213,Pin ; Pinatus rabiata,Pollen d'arbres,Pine; Pinatus rabiata,Tree pollen
t214,Datte,Pollen d'arbres,Date,Tree pollen
t215,rBet v 1 bouleau ; recombinant,Pollen d'arbres,rBet v 1 birch; recombinant,Tree pollen
t216,rBet V2 profiline ; recombinant,Pollen d'arbres,rBet V2 profilin; recombinant,Tree pollen
t218,Chêne de Virginie,Pollen d'arbres,Virginia oak,Tree pollen
t22,Pacanier,Pollen d'arbres,Pecan,Tree pollen
t220,rBet V4 profiline ; recombinant,Pollen d'arbres,rBet V4 profilin; recombinant,Tree pollen
t221,"Bouleau rBet v2, rBet v 4 (recombinants)",Pollen d'arbres,"Birch rBet v2, rBet v 4 (recombinant)",Tree pollen
t222,Cyprès d&rsquo;Arizona,Pollen d'arbres,Arizona Cypress,Tree pollen
t223,Palmier à huile,Pollen d'arbres,Oil palm,Tree pollen
t224,Olivier recombinant (nOle e1),Pollen d'arbres,Recombinant olive tree (nOle e1),Tree pollen
t225,rBet v 6 bouleau ; recombinant,Pollen d'arbres,rBet v 6 birch; recombinant,Tree pollen
t23,Cyprès,Pollen d'arbres,Cypress,Tree pollen
t23,Cyprès,Pollen d'arbres,Cypress,Tree pollen
t23,Cyprès,Pollen d'arbres,Cypress,Tree pollen
t25,Frêne Commun,Pollen d'arbres,Common Ash,Tree pollen
t25,Frêne Commun,Pollen d'arbres,Common Ash,Tree pollen
t250,Lilas ; pollen,Pollen d'arbres,Lilac; pollen,Tree pollen
t3,Bouleau,Pollen d'arbres,Birch,Tree pollen
t3,Bouleau,Pollen d'arbres,Birch,Tree pollen
t3,Bouleau,Pollen d'arbres,Birch,Tree pollen
t37,Cyprès chauve,Pollen d'arbres,Bald Cypress,Tree pollen
t4,Noisetier,Pollen d'arbres,Hazel,Tree pollen
t4,Noisetier,Pollen d'arbres,Hazel,Tree pollen
t4,Noisetier,Pollen d'arbres,Hazel,Tree pollen
t44,Micocoulier de Virginie,Pollen d'arbres,Virginia Hackberry,Tree pollen
t5,Hêtre,Pollen d'arbres,Beech,Tree pollen
t55,Genêt à balai,Pollen d'arbres,Broomstick,Tree pollen
t6,Genèvrier,Pollen d'arbres,Juniper,Tree pollen
t6,Genèvrier,Pollen d'arbres,Juniper,Tree pollen
t7,Chêne ; pollen,Pollen d'arbres,Oak; pollen,Tree pollen
t70,Mûrier,Pollen d'arbres,Mulberry,Tree pollen
t72,Palmier,Pollen d'arbres,Palm,Tree pollen
t72,Palmier,Pollen d'arbres,Palm,Tree pollen
t73,Pin d&rsquo;Australie,Pollen d'arbres,Australian pine,Tree pollen
t75,Genêt,Pollen d'arbres,Broom,Tree pollen
t8,Orme,Pollen d'arbres,Elm,Tree pollen
t89,Thuya,Pollen d'arbres,Thuya,Tree pollen
t9,Olivier,Pollen d'arbres,Olive,Tree pollen
t9,Olivier,Pollen d'arbres,Olive,Tree pollen
t9,Olivier,Pollen d'arbres,Olive,Tree pollen
u203,Ampicilline,Médicaments,Ampicillin,Drugs
u209,Paracétamol,Médicaments,Paracetamol,Drugs
u219,Sauge,Aliments d'origine végétale,Sage,Plant-based foods
u340,Gélatine,Médicaments,Gelatin,Drugs
wx1,"Herbacées ; w1, w6, w9, w10, w11",Pollens d’herbacées,"Herbaceous; w1, w6, w9, w10, w11",Grass pollen
wx2,"Herbacées ; w2, w6, w9, w10, w15",Pollens d’herbacées,"Herbaceous; w2, w6, w9, w10, w15",Grass pollen
wx209,"Mélange d&rsquo;ambroisies (Ambroisie,Ambroisie à épi grêle,Ambroisie trilobée)",Pollens d’herbacées,"Mixture of ragweed (Ambrosia, Spiny ragweed, Three-lobed ragweed)",Grass pollen
wx3,"Herbacées ; w6, w9, w10, w12, w20",Pollens d’herbacées,"Herbaceous; w6, w9, w10, w12, w20",Grass pollen
wx5,"Herbacées ; w1, w6, w7, w8, w12",Pollens d’herbacées,"Herbaceous; w1, w6, w7, w8, w12",Grass pollen
wx6,"Plantago lanceolata, Chenopodium album, Salsola kali, Rumex acetosella",Pollens d’herbacées,"Plantago lanceolata, Chenopodium album, Salsola kali, Rumex acetosella",Grass pollen
wx7,"Herbacées ; w7, w8, w9, w10, w12",Pollens d’herbacées,"Herbaceous; w7, w8, w9, w10, w12",Grass pollen
w1,Ambroise,Pollens d’herbacées,Ambroise,Grass pollen
w1,Ambroisie,Pollens d’herbacées,Ambrosia,Grass pollen
w1,Ambroisie,Pollens d’herbacées,Ambrosia,Grass pollen
w10,Chénopode,Pollens d’herbacées,Goosefoot,Grass pollen
w10,Chénopode blanc,Pollens d’herbacées,Lamb's-quarters,Grass pollen
w11,Soude,Pollens d’herbacées,Soda,Grass pollen
w12,Solidage,Pollens d’herbacées,Solidification,Grass pollen
w12,Solidage,Pollens d’herbacées,Solidification,Grass pollen
w13,Petite bardane,Pollens d’herbacées,Small burdock,Grass pollen
w14,Amaranthe,Pollens d’herbacées,Amaranth,Grass pollen
w15,Arroche,Pollens d’herbacées,Arroche,Grass pollen
w16,Iva,Pollens d’herbacées,Ivan,Grass pollen
w17,Kochia,Pollens d’herbacées,Kochia,Grass pollen
w18,Petite oseille,Pollens d’herbacées,Sheep sorrel,Grass pollen
w18,Petite oseille,Pollens d’herbacées,Sheep sorrel,Grass pollen
w18,Petite oseille,Pollens d’herbacées,Sheep sorrel,Grass pollen
w19,Pariétaire officinalis,Pollens d’herbacées,Parietaria officinalis,Grass pollen
w2,Ambroisie à épi grêle,Pollens d’herbacées,Slender ragweed,Grass pollen
w20,Ortie,Pollens d’herbacées,Nettle,Grass pollen
w203,Colza ; pollen,Pollens d’herbacées,Rapeseed; pollen,Grass pollen
w204,Tournesol,Pollens d’herbacées,Sunflower,Grass pollen
w206,Camomille,Pollens d’herbacées,Chamomile,Grass pollen
w207,Lupin ; pollen,Pollens d’herbacées,Lupine; pollen,Grass pollen
w208,Lycopodium,Pollens d’herbacées,Lycopodium,Grass pollen
w21,Pariétaire,Pollens d’herbacées,Parietary,Grass pollen
w21,Pariétaire,Pollens d’herbacées,Parietary,Grass pollen
w21,Pariétaire judaica,Pollens d’herbacées,Parietary judaica,Grass pollen
w210,Betterave sucrière,Pollens d’herbacées,Sugar beet,Grass pollen
w211,rPar j 2 Pariétaire ; recombinant,Pollens d’herbacées,rBy j 2 Parietary; recombinant,Grass pollen
w22,Chrysanthème,Pollens d’herbacées,Chrysanthemum,Grass pollen
W26,Narcissus pseudonarcissus ; Narcisse,Pollens d’herbacées,Narcissus pseudonarcissus; Narcissus,Grass pollen
w3,Ambroisie trilobée,Pollens d’herbacées,Three-lobed ragweed,Grass pollen
w33,Trèfle,Pollens d’herbacées,Clover,Grass pollen
w4,Fausse ambroisie,Pollens d’herbacées,False ambrosia,Grass pollen
w44,Forsythia,Pollens d’herbacées,Forsythia,Grass pollen
w45,Luzerne,Pollens d’herbacées,Alfalfa,Grass pollen
w5,Absinthe,Pollens d’herbacées,Absinthe,Grass pollen
w55,Lavande,Pollens d’herbacées,Lavender,Grass pollen
w6,Armoise commune,Pollens d’herbacées,Common mugwort,Grass pollen
w6,Armoise commune,Pollens d’herbacées,Common mugwort,Grass pollen
w6,Armoise commune,Pollens d’herbacées,Common mugwort,Grass pollen
w7,Grande Marguerite,Pollens d’herbacées,Big Daisy,Grass pollen
w7,Grande marguerite,Pollens d’herbacées,Big daisy,Grass pollen
w8,Pissenlit,Pollens d’herbacées,Dandelion,Grass pollen
w8,Pissenlit,Pollens d’herbacées,Dandelion,Grass pollen
w9,Plantain,Pollens d’herbacées,Plantain,Grass pollen
w9,Plantain,Pollens d’herbacées,Plantain,Grass pollen
w9,Plantain,Pollens d’herbacées,Plantain,Grass pollen
g201,Orge,Pollens de graminées,Barley,Grass pollen
g202,Maïs,Pollens de graminées,But,Grass pollen
Rg203,Herbe des prés salés,Pollens de graminées,Salt meadow grass,Grass pollen
Rg204,Fromental,Pollens de graminées,Fromental,Grass pollen
t217,Poivrier,Pollens d'arbres,Pepper plant,Tree pollen
t219,Palo Verde,Pollens d'arbres,Palo Verde,Tree pollen
d201,Blomita tropicalis,Acariens de stockage,Blomita tropicalis,Storage mites
e197,Perruche calopsitte (déjections),Animaux,Cockatiel (droppings),Animals
e198,Perruche calopsitte (protéines sériques),Animaux,Cockatiel (serum protein),Animals
i205,Bourdon,Venins,Bumblebee,Venoms
o212,Streptavidin,Divers,Streptavidin,Miscellaneous
o213,MBP (maltose binding protein),Divers,MBP (maltose binding protein),Miscellaneous
f2,Lait de vache,Aliments - produits laitiers,Cow's milk,Food - dairy products
f334,Lactoferrine bovine,Aliments - produits laitiers,Bovine lactoferrin,Food - dairy products
f302,Mandarine,Aliments - fruits et légumes,Mandarin,Food - fruits and vegetables
f330,Cynorrhodon,Aliments - fruits et légumes,Rosehip,Food - fruits and vegetables
f336,Jujube,Aliments - fruits et légumes,Jujube,Food - fruits and vegetables
f124,Epeautre,"Graines, légumineuses et noix",Spelled,"Seeds, legumes and nuts"
f339,Poivre de la Jamaïque,Aliments - épices,Jamaican pepper,Foods - spices
c260,Ammonium quaternaire (myorelaxants),Médicaments,Quaternary ammonium (muscle relaxants),Drugs
c261,Pholcodine,Médicaments,Pholcodine,Drugs
Rk21-1,Anhydride Méthyltétrahydrophtalique,Allergènes professionnels,Methyltetrahydrophthalic Anhydride,Professional allergens
Rk21-2,Poussière de bois d'Abachi,Allergènes professionnels,Abachi wood dust,Professional allergens
Rk21-3,Pepsine,Allergènes professionnels,Pepsin,Professional allergens